--------------------------------------------------------------------------
Intel(R) SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Post Processed using SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Post Processed Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Copyright (c) 2023 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------

Command line options: -f cpu-cstate -m -r int -o TRACE_FIXED_C6_ENABLED_SMT_DISABLED/State=enable/fixed/Pre-req=false/Pre-req-interval=100/Sleep=10000/Warmup-requests=0//Socwatch 

Program Started: N/A
Data Collection Started: 2024-04-02 23:03:44 GMT 
Nano Clock Frequency (MHz): 1000 
CPU Base Operating Frequency (MHz): 2200
Collection duration (sec): 0.0897382
Collection begin timestamp: 1712099024718602841
Collection end timestamp: 1712099024808031373

System Name: node0.inter2-no-c220.ucy-cs499-dc-pg0.wisc.cloudlab.us
Operating System: Linux [5.15.0-86-generic]
CPU: Skylake Server
CPU ID (family.model.stepping): 0x6.0x55.0x4
Platform ID: 0b000
Integrated GPU Device: NA
EDRAM Present: No 
Total # of packages: 2 
Total # of cores: 20 
Total # of logical processors: 20

WARNING: unsupported PCH detected: 0xa1c1

Package C-State - CPU/Package_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
      61,                57.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      62,                61.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      63,                62.04,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.69
      64,                62.11,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.07
      65,                69.29,           TIMER, n/a,      -1,     -1,    n/a, unknown,          7.17
      66,                71.42,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.14
      67,                73.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.94
      68,                75.58,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.22
      69,                77.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.79
      70,                81.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      71,                85.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      72,                87.72,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.37

Wakeups - CPU/Package_0/Die_0/Core_3
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,                       Name, Duration (ms)
       1,                 1.32,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          1.32
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.22
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
       4,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.07
       5,                 1.67,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
       6,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.06
       7,                 1.75,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
       8,                 1.77,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
       9,                 1.80,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      10,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      11,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      12,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      13,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      14,                 1.92,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      15,                 1.96,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.04
      16,                 2.00,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      17,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      18,                 2.07,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      19,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      20,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      21,                 2.15,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      22,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      23,                 2.20,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      24,                 2.25,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.05
      25,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      26,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      27,                 2.34,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.04
      28,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.06
      29,                 2.43,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.03
      30,                 2.45,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      31,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.05
      32,                 2.52,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      33,                 2.59,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.08
      34,                 2.61,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      35,                 2.67,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.06
      36,                 2.72,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.05
      37,                 2.73,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      38,                 2.75,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      39,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      40,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      41,                 2.81,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      42,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.05
      43,                 2.87,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      44,                 2.89,             IPI, n/a,     n/a,    n/a,    n/a,                        n/a,          0.02
      45,                14.81,             IRQ, 187,     n/a,    n/a,    n/a,  30932992-edge eno1-TxRx-0,         11.92
      46,                30.24,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,         15.43
      47,                33.35,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          3.11
      48,                36.50,             IRQ, 187,     n/a,    n/a,    n/a,  30932992-edge eno1-TxRx-0,          3.16
      49,                37.35,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          0.84
      50,                41.32,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          3.97
      51,                43.75,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          2.43
      52,                44.48,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          0.73
      53,                44.66,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          0.18
      54,                45.17,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          0.51
      55,                45.47,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          0.30
      56,                45.51,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          0.05
      57,                49.34,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          3.83
      58,                53.34,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          4.00
      59,                56.31,             IRQ, 214,     n/a,    n/a,    n/a, 30933019-edge eno1-TxRx-27,          2.97
      60,                57.35,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          1.04
      61,                61.36,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          4.01
      62,                63.75,             IRQ, 187,     n/a,    n/a,    n/a,  30932992-edge eno1-TxRx-0,          2.40
      63,                65.35,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          1.60
      64,                67.38,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                        n/a,          2.03
      65,                68.59,           TIMER, n/a,      -1,     -1,    n/a,                    unknown,          1.20

Wakeups - CPU/Package_0/Die_0/Core_4
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.43,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.43
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.11
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       4,                 1.58,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
       5,                 1.60,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       6,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       7,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       8,                 1.65,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       9,                 1.67,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      10,                 1.69,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      11,                 1.70,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      12,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      13,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      14,                 1.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      15,                 1.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      16,                 1.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      17,                 1.80,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      18,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      19,                 1.85,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      20,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      21,                 1.91,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      22,                 1.92,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      23,                 1.95,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      24,                 1.96,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      25,                 1.98,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      26,                 2.00,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      27,                 2.01,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      28,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      29,                 2.05,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      30,                 2.06,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      31,                 2.08,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      32,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      33,                 2.11,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      34,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      35,                 2.15,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      36,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      37,                 2.18,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      38,                 2.20,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      39,                 2.22,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      40,                 2.24,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      41,                 2.25,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      42,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      43,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      44,                 2.32,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      45,                 2.33,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      46,                 2.35,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      47,                 2.37,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      48,                 2.38,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      49,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      50,                 2.43,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      51,                 2.44,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      52,                 2.46,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      53,                 2.48,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      54,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      55,                 2.51,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      56,                 2.53,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      57,                 2.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      58,                 2.56,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      59,                 2.58,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      60,                 2.59,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      61,                 2.61,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      62,                 2.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      63,                 2.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      64,                 2.67,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      65,                 2.68,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      66,                 2.70,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      67,                 2.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      68,                 2.73,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      69,                 2.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      70,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      71,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      72,                 2.81,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      73,                 2.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      74,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      75,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      76,                 2.87,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      77,                 2.89,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      78,                 2.91,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      79,                 5.86,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.96
      80,                 9.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      81,                13.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      82,                16.86,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.01
      83,                21.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.50
      84,                25.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      85,                29.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      86,                30.52,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.17
      87,                33.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.83
      88,                37.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      89,                41.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      90,                45.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      91,                49.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      92,                53.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      93,                56.89,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          3.55
      94,                57.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.97
      95,                61.37,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.51
      96,                65.59,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.23
      97,                69.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.76
      98,                73.36,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          4.01
      99,                77.36,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          4.00
     100,                81.35,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          4.00
     101,                85.36,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          4.00
     102,                87.41,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.05
     103,                88.16,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.76
     104,                88.52,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.36

Wakeups - CPU/Package_0/Die_0/Core_8
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,                                Name, Duration (ms)
       1,                 1.31,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          1.31
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.23
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
       4,                 1.63,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
       5,                 1.66,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
       6,                 1.67,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
       7,                 1.69,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
       8,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
       9,                 1.76,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      10,                 1.81,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      11,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      12,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      13,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      14,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      15,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      16,                 1.95,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      17,                 1.98,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.04
      18,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      19,                 2.07,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      20,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      21,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.04
      22,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.04
      23,                 2.21,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      24,                 2.26,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      25,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      26,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      27,                 2.35,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      28,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      29,                 2.43,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      30,                 2.45,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      31,                 2.52,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.07
      32,                 2.56,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      33,                 2.58,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      34,                 2.61,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      35,                 2.67,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.06
      36,                 2.71,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.03
      37,                 2.72,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      38,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      39,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      40,                 2.81,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      41,                 2.82,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      42,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.02
      43,                 2.90,             IPI, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.05
      44,                11.25,             IRQ,  38,     n/a,    n/a,    n/a, 49283073-edge i40e-enp94s0f0-TxRx-0,          8.35
      45,                29.87,             IRQ,  39,     n/a,    n/a,    n/a, 49283074-edge i40e-enp94s0f0-TxRx-1,         18.63
      46,                31.23,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                                 n/a,          1.35
      47,                33.35,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          2.12
      48,                34.09,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.75
      49,                35.78,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          1.69
      50,                57.46,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                                 n/a,         21.68
      51,                57.50,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                                 n/a,          0.04
      52,                57.86,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          0.36
      53,                61.31,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          3.44
      54,                65.58,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          4.28
      55,                67.63,             IRQ, 209,     n/a,    n/a,    n/a,          30933014-edge eno1-TxRx-22,          2.05
      56,                69.36,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          1.72
      57,                73.34,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          3.99
      58,                77.35,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          4.01
      59,                81.35,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          4.00
      60,                85.35,           TIMER, n/a,      -1,     -1,    n/a,                             unknown,          3.99
      61,                87.57,         UNKNOWN, n/a,     n/a,    n/a,    n/a,                                 n/a,          2.22

Wakeups - CPU/Package_0/Die_0/Core_9
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.23,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.23
       2,                20.19,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         18.97
       3,                21.31,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.12
       4,                25.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.04
       5,                29.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
       6,                30.96,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.62
       7,                33.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.40
       8,                34.80,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.45
       9,                37.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.54
      10,                41.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      11,                45.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      12,                49.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      13,                53.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      14,                57.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      15,                61.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.02
      16,                65.59,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.23
      17,                69.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.76
      18,                73.35,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      19,                77.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      20,                81.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      21,                85.36,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      22,                87.59,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.22

Wakeups - CPU/Package_0/Die_0/Core_10
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.32,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.32
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.22
       3,                 1.57,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       4,                 1.59,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       5,                 1.66,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
       6,                 1.67,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       7,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
       8,                 1.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       9,                 1.80,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      10,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      11,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      12,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      13,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      14,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      15,                 1.95,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      16,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.08
      17,                 2.07,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      18,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      19,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      20,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      21,                 2.20,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      22,                 2.24,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      23,                 2.29,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      24,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      25,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.10
      26,                 2.43,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      27,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
      28,                 2.52,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      29,                 2.56,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      30,                 2.59,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      31,                 2.61,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
