--------------------------------------------------------------------------
Intel(R) SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Post Processed using SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Post Processed Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Copyright (c) 2023 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------

Command line options: -f cpu-cstate -m -r int -o TRACE_FIXED_C6_ENABLED_SMT_DISABLED/State=enable/fixed/Pre-req=false/Pre-req-interval=100/Sleep=10000/Warmup-requests=0//Socwatch 

Program Started: N/A
Data Collection Started: 2024-04-02 23:03:44 GMT 
Nano Clock Frequency (MHz): 1000 
CPU Base Operating Frequency (MHz): 2200
Collection duration (sec): 0.0897382
Collection begin timestamp: 1712099024718602841
Collection end timestamp: 1712099024808031373

System Name: node0.inter2-no-c220.ucy-cs499-dc-pg0.wisc.cloudlab.us
Operating System: Linux [5.15.0-86-generic]
CPU: Skylake Server
CPU ID (family.model.stepping): 0x6.0x55.0x4
Platform ID: 0b000
Integrated GPU Device: NA
EDRAM Present: No 
Total # of packages: 2 
Total # of cores: 20 
Total # of logical processors: 20

WARNING: unsupported PCH detected: 0xa1c1

Package C-State - CPU/Package_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
      89,                33.85,     CC1,          0.36
      90,                33.88,     CC0,          0.03
      91,                34.79,     CC6,          0.90
      92,                38.87,     CC0,          4.08
      93,                40.79,     CC6,          1.92
      94,                41.93,     CC0,          1.14
      95,                44.83,     CC6,          2.90
      96,                45.96,     CC0,          1.13
      97,                48.82,     CC6,          2.86
      98,                49.94,     CC0,          1.12
      99,                52.83,     CC6,          2.89
     100,                53.93,     CC0,          1.10
     101,                56.82,     CC6,          2.89
     102,                57.93,     CC0,          1.11
     103,                60.83,     CC6,          2.90
     104,                61.93,     CC0,          1.10
     105,                64.83,     CC6,          2.89
     106,                66.03,     CC0,          1.21
     107,                68.83,     CC6,          2.80
     108,                69.94,     CC0,          1.10
     109,                70.44,     CC1,          0.50
     110,                70.50,     CC0,          0.06
     111,                72.83,     CC6,          2.33
     112,                73.93,     CC0,          1.10
     113,                76.83,     CC6,          2.90
     114,                77.93,     CC0,          1.10
     115,                80.83,     CC6,          2.90
     116,                81.93,     CC0,          1.10
     117,                84.82,     CC6,          2.89
     118,                85.92,     CC0,          1.11
     119,                87.20,     CC6,          1.28
     120,                89.35,     CC0,          2.15

Core C-State - CPU/Package_1/Die_0/Core_4
Sample #, Continuous Time (ms), C-State, Duration (ms)
       1,                 1.34,     CC1,          1.34
       2,                 1.57,     CC0,          0.23
       3,                 1.57,     CC1,          0.00
       4,                 1.62,     CC0,          0.04
       5,                 1.62,     CC1,          0.01
       6,                 1.64,     CC0,          0.02
       7,                 1.64,     CC1,          0.00
       8,                 1.72,     CC0,          0.08
       9,                 1.72,     CC1,          0.00
      10,                 1.84,     CC0,          0.12
      11,                 1.84,     CC1,          0.00
      12,                 1.90,     CC0,          0.06
      13,                 1.90,     CC1,          0.00
      14,                 1.92,     CC0,          0.01
      15,                 1.93,     CC1,          0.01
      16,                 1.98,     CC0,          0.05
      17,                 1.98,     CC1,          0.00
      18,                 1.99,     CC0,          0.01
      19,                 2.00,     CC1,          0.00
      20,                 2.01,     CC0,          0.01
      21,                 2.01,     CC1,          0.00
      22,                 2.03,     CC0,          0.02
      23,                 2.03,     CC1,          0.00
      24,                 2.06,     CC0,          0.03
      25,                 2.06,     CC1,          0.00
      26,                 2.08,     CC0,          0.01
      27,                 2.08,     CC1,          0.00
      28,                 2.13,     CC0,          0.05
      29,                 2.13,     CC1,          0.00
      30,                 2.69,     CC0,          0.56
      31,                 2.69,     CC1,          0.00
      32,                 2.72,     CC0,          0.03
      33,                 2.72,     CC1,          0.00
      34,                 2.74,     CC0,          0.02
      35,                 2.74,     CC1,          0.00
      36,                 2.79,     CC0,          0.05
      37,                 2.79,     CC1,          0.00
      38,                 2.84,     CC0,          0.05
      39,                 2.84,     CC1,          0.00
      40,                 2.94,     CC0,          0.10
      41,                 4.82,     CC6,          1.88
      42,                 5.93,     CC0,          1.11
      43,                 8.82,     CC6,          2.89
      44,                 9.94,     CC0,          1.12
      45,                12.83,     CC6,          2.89
      46,                13.93,     CC0,          1.09
      47,                16.84,     CC6,          2.91
      48,                17.93,     CC0,          1.10
      49,                20.82,     CC6,          2.89
      50,                21.93,     CC0,          1.10
      51,                24.84,     CC6,          2.91
      52,                25.92,     CC0,          1.09
      53,                28.83,     CC6,          2.91
      54,                29.93,     CC0,          1.10
      55,                32.43,     CC6,          2.50
      56,                33.79,     CC0,          1.35
      57,                33.85,     CC1,          0.07
      58,                33.89,     CC0,          0.04
      59,                36.83,     CC6,          2.94
      60,                37.93,     CC0,          1.10
      61,                40.82,     CC6,          2.89
      62,                41.93,     CC0,          1.11
      63,                41.94,     CC1,          0.01
      64,                42.00,     CC0,          0.06
      65,                44.84,     CC6,          2.83
      66,                45.96,     CC0,          1.12
      67,                46.38,     CC1,          0.42
      68,                46.45,     CC0,          0.07
      69,                48.83,     CC6,          2.39
      70,                49.94,     CC0,          1.11
      71,                52.82,     CC6,          2.88
      72,                53.94,     CC0,          1.12
      73,                56.83,     CC6,          2.89
      74,                57.94,     CC0,          1.11
      75,                60.84,     CC6,          2.90
      76,                61.93,     CC0,          1.10
      77,                64.82,     CC6,          2.89
      78,                65.94,     CC0,          1.11
      79,                68.83,     CC6,          2.90
      80,                69.94,     CC0,          1.11
      81,                70.42,     CC1,          0.48
      82,                70.51,     CC0,          0.09
      83,                71.92,     CC6,          1.41
